672227/1000000  186363/250000  11509/20000  164201/200000
982771/1000000  192659/1000000  790953/1000000  616951/1000000
-71321/200000  936083/1000000  -100801/125000  590211/1000000
-226583/250000  211227/500000  -178813/1000000  984849/1000000
49723/50000  63343/500000  217049/500000  -90077/100000
-50069/125000  916827/1000000  174719/200000  -245571/500000
116323/250000  111059/125000  -271/8000  -124567/125000
-754341/1000000  -8169/12500  -883487/1000000  464999/1000000
390387/500000  63/100  318191/500000  -193119/250000
36151/100000  -29159/31250  -947239/1000000  -78213/250000
-146807/200000  -21097/31250  -489641/500000  195939/1000000
-596339/1000000  804931/1000000  109091/125000  -7703/15625
-498707/500000  -7807/500000  -156117/1000000  198181/200000
-7853/50000  -493647/500000  -314547/1000000  -236351/250000
781739/1000000  -311951/500000  249587/250000  92147/1000000
63491/250000  242329/250000  70487/250000  -239503/250000
79561/125000  774323/1000000  -31119/1000000  500421/500000
131099/500000  -964651/1000000  172569/200000  -15833/31250
-187487/200000  -169551/500000  -18379/500000  1001459/1000000
-517259/1000000  213919/250000  -231953/500000  -882163/1000000
489639/500000  42991/200000  -50049/125000  916029/1000000
768809/1000000  644973/1000000  10849/31250  940017/1000000
826591/1000000  -70793/125000  -985359/1000000  10057/62500
17931/20000  -441409/1000000  93731/200000  442603/500000
250443/250000  -15843/500000  -11729/125000  -496111/500000
47239/1000000  1000019/1000000  655201/1000000  378839/500000
-121971/125000  1637/8000  38979/40000  -239193/1000000
989439/1000000  82963/500000  47029/125000  928607/1000000
25869/125000  490147/500000  -80603/200000  229041/250000
-1571/62500  -996999/1000000  568707/1000000  82793/100000
40301/100000  -914357/1000000  -391047/500000  -155457/250000
470699/1000000  885461/1000000  -182199/500000  -928441/1000000
-181671/200000  -51613/125000  31129/62500  217233/250000
-843551/1000000  -133219/250000  -55281/500000  -993021/1000000
785199/1000000  -308831/500000  -194721/200000  -211887/1000000
97381/200000  877307/1000000  950687/1000000  317443/1000000
959019/1000000  296759/1000000  -417873/500000  -542723/1000000
5609/31250  -491171/500000  -935779/1000000  351453/1000000
600151/1000000  803913/1000000  62663/200000  238109/250000
306183/1000000  95387/100000  982001/1000000  -200877/1000000
-195903/200000  -89023/500000  40743/50000  117111/200000
124199/125000  -7711/62500  -38701/62500  786261/1000000
-958849/1000000  -17191/62500  -39849/40000  -3747/250000
85939/200000  -452251/500000  163087/1000000  494349/500000
-682413/1000000  -14579/20000  -11053/62500  49287/50000
-963/62500  1001557/1000000  -331849/500000  748083/1000000
297451/500000  -804139/1000000  -217739/250000  -486127/1000000
579263/1000000  163843/200000  -672359/1000000  740507/1000000
-989/40000  250359/250000  -253179/1000000  -120627/125000
45039/200000  -486493/500000  361899/1000000  -465769/500000
943663/1000000  83699/250000  115811/1000000  -991397/1000000
-676003/1000000  2311/3125  -845093/1000000  -531677/1000000
-985453/1000000  -167203/1000000  183459/250000  -678359/1000000
-9961/500000  -9989/10000  69237/500000  -494521/500000
12631/25000  -172317/200000  303987/500000  -158817/200000
496857/500000  2793/20000  -947079/1000000  -314743/1000000
-33873/40000  132439/250000  241013/250000  -138167/500000
58427/500000  994723/1000000  -899419/1000000  218581/500000
-367489/500000  678853/1000000  964841/1000000  -132283/500000
20041/25000  -599991/1000000  950219/1000000  -158959/500000
-499647/1000000  865917/1000000  330259/1000000  945203/1000000
126699/250000  -860251/1000000  -18611/500000  24991/25000
-8753/125000  62427/62500  -62283/125000  -431669/500000
927223/1000000  383259/1000000  -233053/250000  22689/62500
-387647/500000  157687/250000  717/50000  1002267/1000000
753653/1000000  165729/250000  78009/200000  -183807/200000
5229/6250  -552817/1000000  487161/500000  -235357/1000000
151929/1000000  -985743/1000000  196189/200000  206463/1000000
25019/25000  75313/1000000  -136969/250000  -1043/1250
-237843/250000  76369/250000  96871/1000000  498793/500000
22237/200000  -99229/100000  -895711/1000000  -27307/62500
-931407/1000000  89641/250000  656639/1000000  378567/500000
-194501/200000  225643/1000000  321029/1000000  -946103/1000000
-355529/500000  704563/1000000  -753121/1000000  33131/50000
29699/50000  809067/1000000  -123981/125000  112339/1000000
-908549/1000000  20703/50000  67693/250000  48187/50000
496467/500000  -117981/1000000  -48103/50000  -130913/500000
-966937/1000000  250591/1000000  -602601/1000000  -79413/100000
481283/500000  277243/1000000  266791/500000  84909/100000
-978281/1000000  -199337/1000000  -378997/500000  81409/125000
129173/250000  -13371/15625  -946463/1000000  20197/62500
-79861/125000  96331/125000  250249/250000  -14483/500000
844491/1000000  -268197/500000  -464341/500000  90813/250000
-913287/1000000  102269/250000  -760069/1000000  -129293/200000
-327347/500000  -750649/1000000  -835179/1000000  549251/1000000
11489/200000  -62317/62500  -788333/1000000  -611321/1000000
875747/1000000  -485897/1000000  961017/1000000  -27751/100000
-48361/50000  -245361/1000000  -137397/250000  167209/200000
-17957/62500  479961/500000  -249403/250000  -16789/1000000
-8239/20000  456089/500000  -759/50000  8021/8000
804341/1000000  597701/1000000  -8743/10000  96083/200000
847061/1000000  -267013/500000  -28553/40000  -139403/200000
498371/500000  -100243/1000000  611357/1000000  -39487/50000
-175637/500000  468561/500000  793091/1000000  615437/1000000
230957/1000000  -60737/62500  -19961/31250  -191477/250000
-7289/200000  1002397/1000000  -248331/250000  -90987/1000000
118531/125000  -20209/62500  675713/1000000  -184413/250000
-635313/1000000  -384739/500000  -312959/500000  778787/1000000
-493849/500000  -140427/1000000  -482243/500000  258421/1000000
-856529/1000000  -512487/1000000  221863/1000000  -972627/1000000
-243633/250000  -8529/40000  113661/125000  -418039/1000000
-83219/1000000  499747/500000  402419/500000  9339/15625
-483919/500000  60811/250000  974183/1000000  -118843/500000
-526679/1000000  212101/250000  -325787/1000000  948307/1000000
500833/500000  -1089/125000  -8009/500000  -498949/500000
390927/1000000  230683/250000  -885527/1000000  1871/4000
40387/200000  490009/500000  248127/250000  -142269/1000000
39643/40000  27761/200000  -79207/1000000  249523/250000
248303/250000  -33299/250000  144657/200000  348371/500000
491089/500000  -99337/500000  125187/125000  9657/500000
104279/1000000  -991237/1000000  33321/62500  -846041/1000000
123223/125000  92431/500000  -809599/1000000  -583361/1000000
-451373/500000  -106043/250000  64449/125000  859467/1000000
1000633/1000000  -1339/40000  -732597/1000000  681449/1000000
-813249/1000000  72653/125000  855003/1000000  261481/500000
68353/1000000  -249233/250000  -739263/1000000  67271/100000
-950987/1000000  15069/50000  770031/1000000  644717/1000000
446423/500000  -226019/500000  1319/3125  -181159/200000
-90589/125000  -68673/100000  -123733/200000  -781073/1000000
246641/250000  178173/1000000  -213/20000  500521/500000
372299/1000000  466703/500000  16249/31250  85759/100000
9153/200000  125337/125000  12749/15625  291841/500000
968279/1000000  -31569/125000  -912649/1000000  406421/1000000
326861/1000000  473053/500000  806701/1000000  -592149/1000000
18489/100000  -980059/1000000  -919677/1000000  -381907/1000000
-226667/250000  -206949/500000  -2389/2500  -5687/20000
-248513/250000  -7363/100000  -55129/125000  224589/250000
-84271/125000  29537/40000  80457/250000  -945909/1000000
981323/1000000  209529/1000000  -381643/1000000  -460011/500000
102383/500000  -244267/250000  -10213/12500  36153/62500
355849/1000000  938141/1000000  10099/25000  -457069/500000
211929/250000  539093/1000000  715643/1000000  175653/250000
-74743/250000  -951301/1000000  112047/250000  -893041/1000000
-785787/1000000  30953/50000  -84077/250000  94231/100000
18959/25000  -652713/1000000  -588811/1000000  806809/1000000
-99083/200000  -10813/12500  -173527/500000  -233257/250000
-294749/1000000  -190641/200000  181183/200000  107547/250000
-650069/1000000  761621/1000000  -964167/1000000  16131/62500
-135029/250000  -837179/1000000  14297/50000  30021/31250
-516883/1000000  -425503/500000  -968993/1000000  -237721/1000000
1001587/1000000  -1747/200000  -910489/1000000  -201363/500000
-994311/1000000  -7793/100000  -410661/1000000  -181539/200000
-245593/250000  -171927/1000000  -986689/1000000  9229/62500
-954591/1000000  -284431/1000000  125163/125000  -3287/62500
-379287/500000  -645643/1000000  -90933/1000000  499057/500000
-490593/500000  -91909/500000  -192351/200000  270367/1000000
-649123/1000000  -757539/1000000  -83597/125000  743619/1000000
-241769/250000  249499/1000000  5821/12500  -883879/1000000
-167853/500000  -187563/200000  -54463/250000  977361/1000000
299501/1000000  -119161/125000  169313/200000  -531443/1000000
467629/500000  3639/10000  -997317/1000000  62401/1000000
-488553/1000000  -86937/100000  -71181/100000  -699287/1000000
-89127/100000  17833/40000  493037/500000  -7229/40000
-140019/1000000  123961/125000  -67581/1000000  1000229/1000000
962657/1000000  278491/1000000  -98051/100000  199709/1000000
-44721/200000  -973457/1000000  999367/1000000  -70087/1000000
7851/125000  1001657/1000000  957243/1000000  59013/200000
-56437/200000  -478779/500000  187341/500000  -463877/500000
-858599/1000000  -508293/1000000  -14547/200000  24967/25000
-288269/500000  816683/1000000  165949/250000  751391/1000000
495473/500000  -155349/1000000  119847/500000  974497/1000000
-30281/31250  47999/200000  228197/250000  -412699/1000000
-744679/1000000  667983/1000000  7142/15625  446279/500000
-121167/500000  -241763/250000  -613833/1000000  98481/125000
850521/1000000  -523329/1000000  -276259/500000  -414561/500000
-767441/1000000  319731/500000  -97587/100000  101743/500000
-324153/1000000  -942979/1000000  -530819/1000000  -105799/125000
846757/1000000  -33409/62500  39293/1000000  125037/125000
132423/1000000  497117/500000  137313/500000  -960287/1000000
-53337/62500  522053/1000000  -329751/500000  -14969/20000
276649/500000  836069/1000000  82743/250000  -29453/31250
-457913/500000  395303/1000000  -360231/1000000  233653/250000
30163/500000  -997117/1000000  907919/1000000  53519/125000
-194181/200000  -113593/500000  68269/250000  -961837/1000000
-342443/500000  -362227/500000  38271/1000000  -998407/1000000
160287/500000  190049/200000  385253/1000000  -460287/500000
-400207/500000  119699/200000  -54233/200000  -60001/62500
238417/1000000  -969257/1000000  -30633/62500  -217517/250000
400391/500000  -598563/1000000  -985679/1000000  16599/100000
-571213/1000000  51309/62500  975331/1000000  46641/200000
13593/15625  124671/250000  -996933/1000000  7023/500000
393567/500000  622807/1000000  420053/500000  273889/500000
-680453/1000000  91587/125000  -117917/200000  -402463/500000
1857/40000  -997949/1000000  -81507/200000  913061/1000000
132871/200000  -93299/125000  -1507/125000  -124811/125000
56643/500000  -248061/250000  -446847/500000  -88729/200000
24759/25000  155353/1000000  -774739/1000000  -626497/1000000
433621/500000  -249389/500000  -67477/100000  -733947/1000000
376059/1000000  1861/2000  499173/500000  91919/1000000
-182247/200000  -101813/250000  44479/250000  -983479/1000000
911553/1000000  -103103/250000  84547/1000000  -995587/1000000
40707/250000  -30757/31250  301471/1000000  956533/1000000
172097/200000  -512053/1000000  -69283/250000  -959409/1000000
941957/1000000  -10637/31250  -34119/500000  99919/100000
27197/50000  -420257/500000  126699/200000  97049/125000
343021/500000  728229/1000000  82413/125000  -376609/500000
-87443/200000  901399/1000000  171397/250000  -731399/1000000
-862483/1000000  250313/500000  902643/1000000  -215491/500000
379539/500000  32623/50000  -158687/500000  475041/500000
-23803/31250  20223/31250  -246477/250000  29929/200000
149323/1000000  993257/1000000  -245373/1000000  -193757/200000
-2857/3125  202179/500000  183483/250000  -135469/200000
846887/1000000  134009/250000  83793/100000  549151/1000000
240491/1000000  194681/200000  799703/1000000  -299229/500000
-162129/1000000  -245897/250000  867791/1000000  498299/1000000
-38243/100000  46283/50000  13139/50000  -481267/500000
93467/100000  -89249/250000  998997/1000000  58367/1000000
-690401/1000000  726723/1000000  -994721/1000000  -6779/125000
-187671/200000  346279/1000000  191639/200000  -145287/500000
181451/200000  -422667/1000000  231993/250000  5908/15625
731669/1000000  -681313/1000000  -77453/125000  -39099/50000
-717969/1000000  695873/1000000  -343903/500000  29153/40000
650501/1000000  6103/8000  1001137/1000000  51171/1000000
1001459/1000000  -45273/1000000  -79989/250000  -189139/200000
-355311/1000000  467723/500000  499791/500000  2657/31250
376673/1000000  -462433/500000  118701/125000  320619/1000000
47083/125000  -462009/500000  48659/1000000  500069/500000
-271627/1000000  482001/500000  -996823/1000000  944/15625
-302677/1000000  -95187/100000  444069/500000  463909/1000000
-402179/1000000  -912151/1000000  -867451/1000000  -246083/500000
128621/500000  968047/1000000  -26569/100000  482049/500000
-726503/1000000  -340873/500000  -99097/100000  7551/62500
437497/500000  491781/1000000  -8181/15625  -53067/62500
25393/31250  -58309/100000  380409/1000000  231827/250000
-611857/1000000  -394541/500000  717327/1000000  -173537/250000
53731/125000  -90157/100000  -336761/1000000  -469187/500000
627691/1000000  783029/1000000  -2909/125000  1001689/1000000
70423/250000  240589/250000  17229/31250  -832681/1000000
-30389/100000  119243/125000  -179249/200000  -87301/200000
-91437/250000  37353/40000  -937381/1000000  347681/1000000
-987913/1000000  -72079/500000  389397/500000  -313421/500000
37467/100000  116163/125000  -994537/1000000  41053/500000
970533/1000000  -15313/62500  -113871/250000  -886627/1000000
892111/1000000  -452029/1000000  -996623/1000000  64353/1000000
57441/100000  411681/500000  73609/200000  -927209/1000000
921963/1000000  200859/500000  -118291/1000000  995527/1000000
39239/200000  -122613/125000  80729/100000  74161/125000
-489627/500000  8791/50000  237189/250000  328833/1000000
57473/125000  -8873/10000  953891/1000000  -305007/1000000
973741/1000000  115213/500000  -348951/500000  89709/125000
-4153/10000  -454407/500000  163701/1000000  -491703/500000
-66323/125000  849293/1000000  383039/500000  -322467/500000
-99821/100000  27527/1000000  -11353/100000  497483/500000
-819379/1000000  57191/100000  236861/1000000  -970223/1000000
59861/62500  75317/250000  908917/1000000  -420453/1000000
-316001/500000  775953/1000000  -13132/15625  -536563/1000000
-416947/1000000  113863/125000  92571/250000  232863/250000
640901/1000000  192423/250000  -466637/500000  357797/1000000
553459/1000000  -832303/1000000  673273/1000000  742159/1000000
224567/250000  223141/500000  -491959/500000  173373/1000000
-17883/62500  -477219/500000  -148517/500000  191037/200000
-863273/1000000  -249639/500000  -19613/20000  -47761/250000
195343/200000  227113/1000000  -928847/1000000  -365519/1000000
-148643/200000  335659/500000  483651/500000  66219/250000
56597/250000  -243121/250000  796011/1000000  -121557/200000
-11759/12500  169177/500000  -115853/250000  443311/500000
-972019/1000000  222861/1000000  196337/200000  215543/1000000
105169/125000  540649/1000000  295773/500000  405581/500000
44489/50000  -227827/500000  -368361/500000  337939/500000
122321/125000  53949/250000  109329/250000  902991/1000000
-402981/500000  147371/250000  -946191/1000000  -315043/1000000
20393/62500  -2949/3125  -155813/200000  124969/200000
-57681/500000  99583/100000  477929/1000000  881963/1000000
-87113/125000  45047/62500  -88297/200000  -111629/125000
-659671/1000000  -748687/1000000  331687/500000  -747437/1000000
-9917/15625  -769513/1000000  394957/500000  3883/6250
250631/1000000  973111/1000000  497857/500000  63173/500000
-919119/1000000  489/1250  -118581/250000  175941/200000
810667/1000000  118223/200000  -291631/1000000  -952303/1000000
93377/200000  176927/200000  -321163/500000  766291/1000000
501/2000  -966119/1000000  11457/20000  -818401/1000000
177819/250000  705479/1000000  -354513/1000000  -465839/500000
428209/500000  13099/25000  -281741/1000000  -191767/200000
-29239/62500  221299/250000  806373/1000000  -591561/1000000
181193/250000  138563/200000  -495289/500000  66561/500000
595941/1000000  805769/1000000  -198341/200000  -119819/1000000
87421/1000000  498577/500000  -973939/1000000  219749/1000000
-388933/500000  -39117/62500  -993781/1000000  -53817/1000000
963/500000  40071/40000  146381/200000  684171/1000000
-75067/200000  -922993/1000000  470623/1000000  110727/125000
-229269/250000  99447/250000  252191/500000  -86187/100000
-491407/500000  21547/125000  193099/250000  639871/1000000
-82247/1000000  -15563/15625  -190847/200000  -287199/1000000
-446533/500000  -443971/1000000  973317/1000000  240493/1000000
-785583/1000000  308627/500000  473497/500000  -162161/500000
-6891/20000  -93711/100000  169127/200000  -534961/1000000
-183263/250000  -676119/1000000  -39089/40000  209751/1000000
-333969/500000  372171/500000  944593/1000000  335149/1000000
369309/500000  -676791/1000000  470847/500000  -339883/1000000
894007/1000000  227437/500000  105113/125000  271851/500000
-17797/125000  -123313/125000  -736857/1000000  169117/250000
158021/1000000  988289/1000000  -407999/500000  -22847/40000
529371/1000000  212723/250000  105307/125000  -537641/1000000
129407/500000  485449/500000  188257/500000  -461593/500000
-134457/200000  741671/1000000  -90041/1000000  -198813/200000
-893547/1000000  224361/500000  997757/1000000  26423/250000
14921/1000000  501073/500000  59351/125000  441751/500000
-798849/1000000  -297241/500000  58679/62500  87831/250000
144177/250000  410719/500000  2513/8000  -948417/1000000
468873/500000  175859/500000  68267/200000  94249/100000
-68831/500000  993299/1000000  19223/20000  283529/1000000
-619341/1000000  98059/125000  -133531/500000  96591/100000
-87883/100000  236257/500000  -298489/1000000  955783/1000000
500537/500000  60647/1000000  -399259/500000  -301387/500000
383251/1000000  927487/1000000  234383/500000  221519/250000
-87387/100000  486669/1000000  -46761/125000  -925559/1000000
86993/200000  903969/1000000  -367207/1000000  -185281/200000
-994281/1000000  -3359/40000  -141353/200000  -704287/1000000
680731/1000000  14761/20000  22341/250000  62439/62500
116687/500000  975123/1000000  30821/125000  -121021/125000
-482577/500000  -125333/500000  986577/1000000  -41309/250000
84823/500000  123171/125000  809111/1000000  -585119/1000000
-35733/250000  990569/1000000  -47119/1000000  500347/500000
-215461/1000000  -121891/125000  -486827/500000  -218771/1000000
93001/100000  189257/500000  238161/250000  155867/500000
-497387/500000  -33539/500000  -31547/500000  200273/200000
-59631/125000  -175177/200000  -518283/1000000  -42601/50000
684187/1000000  91819/125000  30713/50000  198361/250000
777673/1000000  -629193/1000000  910163/1000000  -51797/125000
170687/500000  941647/1000000  -994643/1000000  29273/500000
-30121/200000  495873/500000  430509/500000  -510129/1000000
-462427/1000000  -44163/50000  997191/1000000  91177/1000000
-428009/500000  258431/500000  78561/100000  155277/250000
27963/125000  244317/250000  -107527/125000  813/1600
30117/31250  68667/250000  865661/1000000  508337/1000000
-169739/1000000  -19681/20000  984129/1000000  19399/100000
95689/1000000  997719/1000000  106579/1000000  62217/62500
926403/1000000  383219/1000000  -116313/200000  -405067/500000
-954783/1000000  -1807/6250  -530289/1000000  169723/200000
-33131/125000  965409/1000000  392381/500000  -155371/250000
1002559/1000000  2457/500000  -154509/200000  -157763/250000
18089/40000  -44539/50000  -75029/100000  10351/15625
642463/1000000  77049/100000  138507/200000  90653/125000
-19013/1000000  -99841/100000  -15083/125000  496713/500000
992161/1000000  77911/500000  -961693/1000000  -262527/1000000
-119669/200000  25017/31250  -83393/500000  197383/200000
-495083/500000  123061/1000000  9801/250000  999977/1000000
794707/1000000  -608721/1000000  -953921/1000000  -149441/500000
724201/1000000  86729/125000  967821/1000000  266577/1000000
217/250  -248517/500000  617291/1000000  396611/500000
39451/200000  -15301/15625  -315091/500000  -385537/500000
-395939/1000000  919073/1000000  -418327/1000000  911749/1000000
85197/100000  -523261/1000000  270377/1000000  963639/1000000
-24473/50000  436259/500000  174321/250000  18033/25000
276667/500000  837911/1000000  70613/100000  354887/500000
-3721/5000  669311/1000000  892339/1000000  227783/500000
134393/250000  13226/15625  -971251/1000000  -737/3125
-341731/500000  -90367/125000  989283/1000000  -152003/1000000
-800143/1000000  -14811/25000  -226499/500000  446479/500000
52357/200000  -482143/500000  463497/500000  -47459/125000
-474871/1000000  176063/200000  -247437/250000  33609/250000
-116831/200000  202903/250000  -167301/200000  -108081/200000
-199483/200000  -17529/500000  43443/100000  -449621/500000
-471371/1000000  -880823/1000000  9987/100000  -496133/500000
244271/250000  -44159/200000  12151/20000  -792463/1000000
-174623/1000000  -980929/1000000  -927213/1000000  369019/1000000
-996761/1000000  -23917/500000  265983/1000000  482411/500000
-468723/500000  347/1000  15637/15625  -6873/250000
-24319/250000  -248019/250000  -7819/50000  -492071/500000
940463/1000000  -67527/200000  951301/1000000  -307743/1000000
47759/50000  305399/1000000  75713/1000000  997847/1000000
1389/125000  -998023/1000000  -150849/500000  -475421/500000
934643/1000000  -358559/1000000  -59189/200000  -951741/1000000
190401/200000  -152661/500000  -16721/125000  -123253/125000
61337/62500  41119/200000  48887/50000  -53979/250000
-167137/1000000  -246229/250000  689613/1000000  363819/500000
-91579/100000  20031/50000  985813/1000000  -86791/500000
570957/1000000  412547/500000  1001697/1000000  -663/500000
-618481/1000000  787567/1000000  -661637/1000000  749641/1000000
456871/1000000  -889579/1000000  -2287/10000  973511/1000000
474107/1000000  55079/62500  -55703/125000  -892817/1000000
248827/250000  108889/1000000  -71821/125000  408643/500000
183543/1000000  986347/1000000  -957947/1000000  -272907/1000000
-16313/20000  5791/10000  -174599/500000  23471/25000
18313/1000000  1002197/1000000  -469187/500000  68879/200000
27203/500000  -498311/500000  -735977/1000000  -67491/100000
16859/25000  -18517/25000  -63089/250000  -193189/200000
189949/250000  65381/100000  -91657/100000  197327/500000
221303/1000000  488771/500000  -421863/1000000  -451847/500000
-60599/250000  -484143/500000  -41811/125000  -234803/250000
-4173/10000  -181337/200000  -5383/40000  -19767/20000
417497/500000  -551157/1000000  172223/200000  -254853/500000
492859/500000  3491/20000  -639793/1000000  768557/1000000
-316609/1000000  475131/500000  108973/200000  421607/500000
-38267/40000  -138471/500000  -49329/125000  -57239/62500
623151/1000000  787699/1000000  -353751/500000  -350781/500000
-479193/500000  56777/200000  -292883/1000000  -238319/250000
524979/1000000  -849883/1000000  -51993/125000  910887/1000000
423499/500000  533411/1000000  -516437/1000000  -427133/500000
435759/1000000  -897659/1000000  -541943/1000000  16847/20000
-7963/8000  84553/1000000  -36699/50000  169689/250000
355861/500000  -14049/20000  -197401/250000  -121767/200000
-19939/20000  -50419/1000000  -64893/1000000  -497677/500000
389749/1000000  -460311/500000  -248261/250000  48317/500000
-493891/500000  152537/1000000  -201387/500000  917387/1000000
13113/62500  -243839/250000  118617/1000000  -992513/1000000
18951/500000  -997177/1000000  81749/500000  -982197/1000000
52891/62500  -267141/500000  -62271/62500  -7101/250000
129387/250000  -170713/200000  -127301/250000  -171111/200000
-962241/1000000  66117/250000  98023/1000000  996767/1000000
-750963/1000000  -81897/125000  -773813/1000000  -630019/1000000
-553983/1000000  834227/1000000  -910851/1000000  206127/500000
-789433/1000000  122853/200000  946427/1000000  -326593/1000000
460979/1000000  -886967/1000000  -334271/500000  92853/125000
-159489/500000  948589/1000000  -29993/200000  247083/250000
373929/1000000  -925941/1000000  -36693/200000  39377/40000
221847/500000  899199/1000000  -992101/1000000  -10993/125000
-140053/200000  -88693/125000  -12249/40000  476557/500000
-601269/1000000  159861/200000  22387/200000  498071/500000
-284491/1000000  15002/15625  374577/1000000  929497/1000000
72247/125000  -814871/1000000  -118649/125000  310541/1000000
-47279/50000  -322713/1000000  -193573/200000  -59333/250000
-794087/1000000  -603081/1000000  -512337/1000000  -214093/250000
36067/500000  249959/250000  -825557/1000000  281139/500000
-28781/125000  -38841/40000  -233191/1000000  -970079/1000000
22483/25000  87827/200000  499337/500000  17453/200000
948091/1000000  -316233/1000000  23543/62500  -925391/1000000
56779/125000  -889019/1000000  947477/1000000  163591/500000
14443/1000000  -997013/1000000  754987/1000000  -328123/500000
-17357/125000  -494441/500000  -28811/31250  -5992/15625
-58193/62500  183839/500000  198189/200000  -13631/100000
803759/1000000  18809/31250  -347389/1000000  5871/6250
-684843/1000000  -722361/1000000  506109/1000000  107993/125000
507381/1000000  864937/1000000  -245049/250000  -186301/1000000
-784623/1000000  620469/1000000  -8361/20000  227787/250000
-323227/500000  153037/200000  -20183/500000  250197/250000
1000513/1000000  40829/500000  2979/10000  -476861/500000
-311009/1000000  950617/1000000  152771/250000  158931/200000
-933567/1000000  1437/4000  -954321/1000000  300609/1000000
10219/100000  498791/500000  40017/125000  38081/40000
-194527/250000  62963/100000  -296099/500000  -160727/200000
433843/500000  499499/1000000  593423/1000000  -803383/1000000
-4451/40000  -248073/250000  152641/1000000  -986837/1000000
-170861/200000  129751/250000  -612421/1000000  -786269/1000000
-174623/200000  242659/500000  1002891/1000000  -41873/1000000
-176857/250000  707161/1000000  125043/1000000  248713/250000
91059/100000  419153/1000000  1000157/1000000  -3283/62500
157483/200000  155161/250000  814879/1000000  -579707/1000000
-127001/250000  107749/125000  -19101/125000  98903/100000
-249227/250000  -459/200000  -744227/1000000  -10418/15625
27677/500000  -199503/200000  190697/200000  306747/1000000
793541/1000000  611051/1000000  -634971/1000000  -767823/1000000
-310609/1000000  -946561/1000000  171229/200000  524159/1000000
978037/1000000  -26697/125000  67327/125000  211857/250000
-587927/1000000  -403687/500000  31097/1000000  1001503/1000000
-992229/1000000  100121/1000000  163759/500000  948447/1000000
189457/200000  324499/1000000  545487/1000000  421727/500000
336871/500000  -368397/500000  459151/500000  -39713/100000
-119459/125000  291353/1000000  -156457/500000  -474279/500000
140629/1000000  -986783/1000000  457701/500000  409559/1000000
661853/1000000  376829/500000  29359/31250  4309/12500
-122193/125000  -194843/1000000  3439/250000  -997301/1000000
-529159/1000000  851361/1000000  154417/500000  -950479/1000000
191797/1000000  984959/1000000  120473/200000  802247/1000000
-57041/200000  120043/125000  -17991/20000  -53661/125000
-95999/100000  5489/20000  670709/1000000  -741147/1000000
500579/500000  -47251/1000000  65429/500000  -494767/500000
3119/50000  999699/1000000  -153639/250000  394933/500000
964653/1000000  5611/20000  78237/125000  -389847/500000
177947/200000  463243/1000000  56999/125000  -888561/1000000
-821321/1000000  570857/1000000  -933619/1000000  44329/125000
462973/1000000  -885249/1000000  -191281/1000000  492077/500000
143489/500000  -954813/1000000  995397/1000000  -21277/200000
-10186/15625  189617/250000  541013/1000000  -839277/1000000
-788989/1000000  613457/1000000  -2049/1000000  -998749/1000000
-109237/1000000  -248247/250000  95489/500000  15369/15625
-917333/1000000  -198311/500000  56049/125000  -891903/1000000
-338317/1000000  -14662/15625  -202119/500000  -913141/1000000
-781501/1000000  -308593/500000  -759421/1000000  -645013/1000000
23121/200000  993747/1000000  350387/500000  71809/100000
138213/500000  19283/20000  360369/500000  -86671/125000
-26199/31250  108973/200000  -601781/1000000  -398757/500000
-460297/500000  -194731/500000  378207/500000  328537/500000
-7791/125000  499283/500000  -473857/500000  79159/250000
684037/1000000  -364771/500000  -934517/1000000  353577/1000000
36133/125000  960101/1000000  -115549/125000  382227/1000000
-978159/1000000  -47263/250000  -235451/250000  -327277/1000000
763679/1000000  32469/50000  936249/1000000  71517/200000
-143617/200000  -138657/200000  -91539/250000  -463929/500000
-457013/500000  404247/1000000  -168281/200000  134563/250000
-228943/250000  39761/100000  -96733/100000  -61007/250000
925193/1000000  194563/500000  -989653/1000000  -31193/250000
-597333/1000000  -798953/1000000  -967203/1000000  49277/200000
178421/250000  -174911/250000  858689/1000000  -255439/500000
226147/500000  894841/1000000  385459/500000  -318737/500000
418913/500000  276523/500000  -9611/1000000  99997/100000
468873/500000  71741/200000  -533477/1000000  -843203/1000000
-184259/250000  67683/100000  -648097/1000000  38067/50000
30049/40000  -20613/31250  91567/1000000  499187/500000
-557021/1000000  208307/250000  834973/1000000  555123/1000000
739743/1000000  168367/250000  -472947/500000  -4898/15625
164841/250000  -752051/1000000  -124111/125000  21191/250000
2831/25000  -992389/1000000  34073/62500  -836713/1000000
212947/250000  -524149/1000000  37641/50000  -66149/100000
34637/40000  504407/1000000  -904271/1000000  426079/1000000
-93239/100000  -356319/1000000  -672393/1000000  93009/125000
-42627/1000000  1001733/1000000  -41091/250000  -492307/500000
194677/200000  -236197/1000000  -391197/500000  310467/500000
299123/1000000  -951757/1000000  507897/1000000  -107437/125000
960901/1000000  35711/125000  775929/1000000  -630353/1000000
242841/1000000  -241733/250000  878581/1000000  -59903/125000
-26901/31250  509291/1000000  75147/1000000  -497749/500000
926567/1000000  384563/1000000  336897/1000000  -939923/1000000
-30581/500000  -498603/500000  -507233/1000000  -858269/1000000
-122483/125000  46973/250000  842127/1000000  271421/500000
-494063/500000  -66453/500000  -316879/1000000  -945621/1000000
-460187/500000  196847/500000  2963/4000  338581/500000
-872901/1000000  -481609/1000000  40083/40000  -38263/1000000
